raw_acc:magnitude_stats:mean,raw_acc:3d:mean_x,raw_acc:3d:mean_y,raw_acc:3d:mean_z,proc_gyro:magnitude_stats:mean,proc_gyro:3d:mean_x,proc_gyro:3d:mean_y,proc_gyro:3d:mean_z,raw_magnet:magnitude_stats:mean,raw_magnet:3d:mean_x,raw_magnet:3d:mean_y,raw_magnet:3d:mean_z,location_quick_features:mean_abs_lat_deriv,location_quick_features:mean_abs_long_deriv
,0.428553,-0.088926,0.512323,0.631223,-0.060651,0.007819,,,-194.676032,91.410887,-195.153867,0.000109,0.000131
,-0.018921,,-1.00788,0.005884,0.000896,0.000702,0.002603,286.461237,-197.210608,78.198282,-192.487876,,
,-0.019137,,,0.004664,0.000156,-0.000256,-0.000203,286.112848,-197.387234,78.46834,,8.8e-05,8.5e-05
1.010873,,-0.031497,,0.02414,0.000876,-0.002564,,286.751081,,,-192.692359,1.7e-05,2.4e-05
1.007041,-0.015762,,-1.006426,0.008422,-0.000549,0.000744,,286.792765,-196.791898,79.417701,,3.1e-05,
,,-0.027113,-1.00442,0.005689,,-0.001539,,286.643425,-196.870876,79.360578,-192.631618,4.6e-05,9e-06
,-0.010279,-0.026896,,,-0.000125,,,,-197.460632,,-191.472944,2e-05,2.5e-05
,,-0.445541,-0.911993,,-0.001719,-0.003866,-0.004304,,-198.998976,,-200.385791,1.8e-05,1e-06
1.017536,-0.052759,,-0.918933,0.145794,0.010912,0.005451,,291.958846,,75.188424,,8e-05,2.7e-05
1.00912,0.036922,-0.024919,-1.008095,,,0.000471,0.001762,281.497334,-190.352016,78.606673,-191.902506,5.9e-05,2.8e-05
1.014703,0.08671,-0.058165,-0.976522,0.24983,-0.003913,,,,,75.704454,-194.36006,,
1.010962,0.023376,,-1.01015,,0.000419,-0.000618,0.001515,285.94457,-196.496162,79.479514,-191.92518,3e-06,2.2e-05
,,-0.027669,-1.008738,0.018298,-7.3e-05,-0.000759,-0.003617,,-195.90426,78.071459,-191.604829,,
1.009249,,-0.016233,-0.975653,0.218833,-0.017642,-0.001026,0.032342,281.552277,-190.771154,73.76076,,1.9e-05,1.2e-05
1.00654,0.031895,,-1.005475,0.005917,,-0.000122,-0.000466,282.276361,-192.775208,,-192.291296,3.8e-05,
1.009314,,-0.027408,-0.972323,0.31011,0.016619,0.014901,0.046279,288.397198,-196.845123,73.944066,,,
,0.056166,-0.667614,-0.470477,0.55115,-0.025384,-0.034568,,,-196.762497,62.607802,-195.709698,2.7e-05,
1.007964,-0.035742,-0.025365,-1.004,0.155302,0.004892,,0.036642,285.887236,-195.11985,77.122313,,,
,0.270374,0.220133,-0.872923,,-0.029767,,0.069026,295.040302,,79.738915,-205.382235,,3e-06
0.991337,-0.222473,0.423783,,0.008658,,,0.000429,269.021306,-172.321758,104.535888,-178.181682,,0.000245
0.995615,,0.24497,,,-0.003264,-0.000666,0.002893,260.342677,-167.026404,95.674482,-175.276051,9.6e-05,0.000431
0.995789,,,0.971099,,,,-0.011207,261.537918,,,,0.000171,
1.022882,,0.771275,0.364926,1.021355,-0.036663,-0.235545,0.024351,283.80353,,106.645411,-189.840191,0.000121,0.000699
,-0.102211,0.384549,0.910464,0.384625,,,,,-164.146087,94.528386,-164.362255,,5e-05
1.158397,,1.029663,,2.541484,-0.034822,0.00107,0.122311,273.26145,,109.753532,,,0.000879
1.28646,-0.043833,1.040297,-0.031178,,-0.05758,-0.048985,0.220065,314.514352,-202.525921,,,0.000106,0.000131
1.330781,-0.049181,,-0.014909,3.419073,,-0.00981,0.206367,,-196.326404,,-206.599987,4.1e-05,
,-0.049921,1.053527,,3.25678,,-0.084459,0.188806,,,121.398221,-196.98944,7e-05,
1.312302,-0.033818,,0.041353,3.324886,-0.034929,-0.018314,0.18611,290.640342,,123.330832,-197.343282,6.1e-05,9.1e-05
,-0.047541,1.054449,-0.029697,3.285632,-0.026094,,0.181919,310.435899,-196.545309,122.495506,,,0.000179
1.321799,-0.063075,1.05826,,3.296959,-0.030052,-0.072597,0.19189,,-187.309665,123.253033,,,
1.318459,-0.053918,,0.009525,3.235565,-0.065717,,0.198495,298.178154,,122.582683,-197.366997,0.000227,0.000244
1.085693,-0.097198,0.999689,0.032875,,-0.020402,-0.030132,0.068258,304.327596,,,-189.089861,0.000133,3.1e-05
1.002554,,0.951791,0.092275,0.675423,-0.028,0.022816,0.007223,285.695962,,113.805471,-167.933551,,
1.002933,-0.193728,0.962835,0.045233,,-0.01372,0.110452,0.018184,,,121.036935,-174.816742,0.000982,0.000392
1.043088,-0.153207,0.986387,-0.013584,0.801565,0.044053,,,,-193.370328,122.41792,-203.976016,0.000464,0.000206
,-0.116466,1.053591,0.009292,3.011435,,-0.055979,0.157227,298.583276,-212.353037,115.550085,-175.029339,3.7e-05,3.3e-05
1.297457,,,,,,0.021765,0.164853,,-193.199926,,-165.761401,4.6e-05,
,,1.037577,0.013416,3.180403,,,,275.547706,,118.498559,-164.859424,,5.4e-05
,-0.123221,1.034703,-0.009961,,-0.022169,-0.009869,0.160251,,-211.530426,116.327862,-171.662527,,0.000102
1.313205,-0.108467,1.054777,-0.012932,2.997878,-0.002164,-0.081612,0.152227,286.963247,-202.967379,110.541326,,0.000105,0.000111
,-0.093071,1.046573,0.006474,3.074792,-0.008971,-0.081317,0.176802,,-190.244279,117.815207,-164.789529,,
1.250839,,,,2.83421,-0.028624,,0.161997,277.876112,-193.01171,,-161.807139,0.000542,0.001138
1.179775,-0.13888,0.945595,,2.42497,-0.036893,-0.173085,,299.473467,,107.507594,-186.430527,0.000199,
1.008241,,-0.053245,-1.006796,,-4.6e-05,,0.001228,293.160666,,86.138251,-197.263819,,
,-0.003638,-0.052918,-1.005335,,-8.5e-05,-0.000275,6e-06,293.252361,-198.953478,86.232036,-197.426491,1.6e-05,5e-06
,,-0.052952,,,3.2e-05,0.000314,0.000137,293.393579,,86.445397,,1e-06,4e-06
1.016153,-0.00727,,-1.014364,0.025224,-0.000372,-0.000454,0.000873,293.634392,-199.024729,86.49506,-197.807168,,1.3e-05
1.015743,0.046197,,-0.96653,,0.103067,-0.002713,-0.027949,,-196.646821,82.920572,-196.20333,,
,,-0.027069,-1.00949,0.005136,-0.000852,,-0.000284,282.728796,-190.252006,,,,1.6e-05
1.012705,0.019495,-0.025769,,0.039369,-0.000691,-0.000529,-0.016363,281.796468,-190.11401,78.495624,,8e-06,9e-06
,,-0.029374,-1.017176,0.010873,5e-05,-0.000933,-0.002396,282.761389,-189.610528,,,,2.8e-05
1.019169,,-0.030089,,0.008557,-3.9e-05,-0.00013,0.000433,,-189.370806,78.332565,,4.3e-05,1.8e-05
1.01506,0.029062,-0.029375,-1.014211,0.005621,-0.000122,-0.000141,0.000425,,,78.180591,-194.68478,,
1.019489,0.028647,-0.030695,-1.018611,0.008791,,2.3e-05,,282.666709,-189.308353,,,5e-06,5e-06
1.019831,0.030329,-0.030785,-1.018904,,0.000293,1.4e-05,0.000186,,-189.011115,,-194.849741,,
,0.012879,-0.492701,-0.742232,0.289321,0.042903,0.024899,0.01456,286.647524,-195.467953,72.523862,-196.493935,6.7e-05,3.5e-05
1.008855,,-0.029624,,0.007988,-0.00166,-0.00015,0.003206,,-192.097246,77.01318,-190.892359,2e-06,2e-06
1.006176,0.043508,-0.027652,-1.004851,0.004933,-0.000277,-0.00038,0.000504,280.592737,-191.64055,76.603084,-190.097304,8.2e-05,
1.004997,0.043374,,-1.003686,0.004794,2.2e-05,5.9e-05,,280.726692,,76.923019,,1.4e-05,2.3e-05
1.004742,0.043314,-0.027145,-1.003437,0.004752,0.000154,,,280.725894,,77.072436,,1.4e-05,
,0.042667,-0.027087,,0.004896,,-0.000139,,281.119307,,77.336739,,2.7e-05,4.9e-05
1.004406,0.042644,-0.02678,-1.003139,0.004721,-7e-06,,-1.9e-05,280.866489,-192.228804,,-189.608248,,3.4e-05
1.004508,0.042223,-0.02664,,0.004721,-0.000209,,,280.975847,-192.344695,,-189.543346,4.6e-05,4.5e-05
1.004139,0.04252,-0.026549,-1.002884,0.004643,-0.000145,0.000145,0.000105,280.995716,,,,3.6e-05,6.8e-05
,,-0.02645,-1.002607,0.004713,,7e-06,,281.091283,-192.517243,,-189.462634,5.2e-05,3.5e-05
1.00367,0.04226,-0.026338,-1.00243,0.004631,2.5e-05,6.7e-05,0.000376,281.086829,-192.627125,77.891137,,2.9e-05,4.7e-05
1.004048,,-0.026302,-1.002816,0.004742,-3.2e-05,,,281.090481,-192.600513,,-189.292057,1.2e-05,
1.003737,0.041551,-0.026305,-1.002528,0.004641,-0.000126,0.000216,0.000192,281.07551,,78.040979,-189.273959,1.7e-05,
1.003953,,-0.026339,-1.002741,,,-0.000186,0.00014,281.327222,-192.804395,78.243256,-189.336157,2.3e-05,4e-05
1.004411,,-0.026349,-1.003185,0.004534,,,0.000426,281.315529,-192.719837,78.264145,-189.396483,6e-06,
1.006432,0.04151,-0.026442,-1.005225,,-4e-05,,0.000548,,-192.594718,78.424219,,,
1.004174,,,-1.002971,0.004645,4.5e-05,,-0.000254,281.283747,,78.374768,-189.423734,1.2e-05,
,0.04136,-0.026202,,0.00461,0.000113,-0.000164,0.000417,281.383543,,78.412069,-189.463882,4.4e-05,5.8e-05
,0.041047,-0.026203,-1.002602,0.004566,-6.7e-05,0.000106,0.00017,281.407489,-192.885518,78.474309,-189.277495,9.8e-05,0.000281
1.003942,,,-1.00276,0.004676,0.000275,,,281.432351,,78.449583,-189.346143,,2.7e-05
,0.040925,-0.026211,-1.002761,0.004549,,-0.000144,0.000282,281.46721,,78.485818,,6e-06,3.4e-05
1.003771,,-0.026152,,0.004613,1e-05,,0.000275,281.440574,-192.888093,,,3.3e-05,4e-05
,0.040873,-0.026144,,0.004652,9.8e-05,-0.000193,0.000333,281.476097,-192.923075,78.652287,-189.267303,,6.4e-05
1.004113,0.041029,-0.026047,-1.002933,0.004612,,-5.2e-05,1.9e-05,281.457901,-192.98424,,,4.6e-05,4.9e-05
1.003871,0.040599,-0.026087,-1.002708,0.004694,-2.5e-05,-0.000163,0.000362,281.484002,-192.963422,,-189.239844,,
1.006283,,-0.026434,-1.005111,0.004741,,7.6e-05,0.000486,281.815285,,78.778257,-189.841232,3.1e-05,3.5e-05
1.003958,0.040685,-0.026168,-1.002789,,,7.2e-05,-0.000164,281.545986,-192.984669,78.676373,-189.298714,,2.9e-05
,0.040867,-0.025948,-1.002562,0.004561,,9.7e-05,,,-192.981021,78.719642,-189.22237,2.8e-05,4e-05
1.003816,,-0.026112,,,-2.6e-05,0.000177,0.000292,,-192.99776,78.791686,,6e-06,3.4e-05
1.008329,0.039996,-0.026364,,0.004456,-0.000182,3.5e-05,,281.569112,,78.773568,-189.328253,,
1.003879,0.040534,,-1.002719,,-3.8e-05,8.2e-05,2.3e-05,281.487116,-192.969431,78.885045,-189.139578,8e-06,
1.003857,0.040625,-0.026044,-1.002693,,,0.00022,,281.566754,-193.034244,78.786996,-189.232771,4e-06,6.5e-05
1.003534,,-0.026011,,,-0.0001,-3e-06,,,-192.983596,,-189.184511,,5.9e-05
1.003912,0.040392,-0.026003,-1.002759,0.004616,-1.9e-05,-1e-05,0.000224,,,,-189.148315,3.5e-05,4.6e-05
1.003677,0.040324,-0.025962,-1.002528,0.004612,-0.00032,0.000124,,281.63323,,79.037872,-189.152267,1e-05,5e-05
1.006844,0.040238,,,0.007146,3.5e-05,-4.7e-05,0.000712,282.077687,-192.894317,79.194535,-189.964172,,
1.003875,0.040736,-0.026281,-1.002701,0.004506,2.1e-05,6.9e-05,0.000245,281.644768,,,-189.201152,5.5e-05,6.5e-05
1.003595,,-0.026072,-1.002416,,,0.000125,,281.62934,,78.952186,-189.144778,8e-06,
,0.040736,-0.026096,,0.004491,-0.000229,0.000193,,281.780385,,79.006965,-189.251493,3.4e-05,
1.004643,0.040755,-0.026307,-1.003468,0.00445,-0.000159,7.8e-05,,281.685132,-193.24199,79.035953,,,3.7e-05
,0.0409,-0.026069,-1.002428,0.004561,6.3e-05,0.000114,3.5e-05,,-193.254866,,-189.153723,,6.4e-05
1.003437,0.040665,-0.026125,-1.002269,,-1.3e-05,0.000244,,,-193.223318,79.048955,,4e-06,3.1e-05
,0.040711,-0.026177,-1.002098,,0.000115,0.000151,-0.000219,281.735909,-193.215163,,,2.6e-05,
1.003674,,-0.026051,-1.002509,0.004504,,9.3e-05,0.000112,281.813663,-193.322684,79.064941,-189.189919,,
,0.040342,-0.02617,,,,0.00013,-0.000155,281.707465,-193.215807,,-189.137498,1e-05,3.6e-05
,0.040287,-0.026393,-1.004682,0.004688,,,,282.115528,-193.119446,79.17045,,,
,,,,0.004543,,0.000236,0.000314,,-193.232761,79.046397,-189.150187,,
,0.040863,,-1.004186,0.008316,-0.000737,0.000278,8e-05,281.844871,-193.00055,78.960712,,,5.9e-05
1.012829,0.040181,-0.026886,-1.011671,0.005488,,,,,-192.489558,,-190.572423,1.2e-05,
,0.040676,-0.027859,-1.01217,0.006704,4.2e-05,-0.000227,0.000813,281.626974,,77.768577,-190.941868,3e-06,3e-06
1.011609,,-0.028009,-1.010405,0.006155,,0.000511,0.001078,,-191.945729,77.815043,-190.983889,,8e-06
1.004475,0.038549,-0.027041,-1.003367,0.00501,-0.000194,0.00046,,281.176103,-192.252411,77.989185,-189.777577,,5e-05
1.002881,,-0.026576,-1.001776,0.004683,,,-0.000135,281.485191,-192.640645,78.198282,,2.5e-05,6.8e-05
1.003433,0.038512,,-1.00234,0.00478,4.9e-05,-3e-06,0.000143,,,78.435942,-189.620314,,4.4e-05
1.004012,0.038098,-0.026577,,,3e-05,-7.5e-05,0.00025,,,,-189.568516,,4.2e-05
1.00332,0.038284,-0.026414,-1.002238,0.004696,,,-0.000144,,-192.847102,,-189.531488,2.1e-05,4e-05
1.003454,,-0.026419,-1.002378,0.00468,-5e-05,,,281.558885,-192.871139,,-189.455769,3.1e-05,6e-05
1.00329,,-0.026511,-1.00222,,,0.000151,,281.639758,-192.926509,,-189.486972,1.3e-05,7e-05
1.003509,0.037824,,-1.002443,0.004574,,3.7e-05,0.000305,281.669757,-192.961705,,-189.499037,5.8e-05,
1.003281,0.037948,-0.026398,,0.004648,0.000185,-4e-06,0.000274,281.65588,,78.709197,-189.466378,5e-06,
,0.038066,,,0.004778,-4.5e-05,-1.5e-05,0.000326,,,78.770371,-190.096889,1.8e-05,3e-05
1.003544,,-0.026416,-1.002485,,8.8e-05,0.000188,0.000313,281.622961,-192.917281,78.725823,,3.4e-05,5.8e-05
1.00325,0.037826,,,0.004439,-8.6e-05,0.00011,-1.3e-05,281.641578,,78.746072,-189.434551,3.8e-05,
,0.038094,-0.026373,-1.002793,0.00469,,,0.000243,281.62358,-192.947541,78.73712,-189.426646,3.9e-05,7.5e-05
1.003608,0.0378,-0.026362,-1.002546,0.004602,,0.000264,,,-193.049268,78.90508,-189.394195,,2.8e-05
,0.037624,-0.02637,-1.002321,,7.9e-05,0.000182,0.000598,281.756352,-192.987244,78.929592,,2.6e-05,5.2e-05
1.003098,0.03787,,-1.002038,0.0047,-0.000162,,1.3e-05,,-192.952477,78.991831,,1.9e-05,3.6e-05
,0.037719,,-1.002037,0.004684,,8.2e-05,-8.7e-05,,-192.972007,78.967746,-189.407924,1.4e-05,3.6e-05
1.003075,0.037469,,,,-3.5e-05,3.2e-05,,281.612544,,78.934921,,,5.5e-05
1.003156,0.037469,-0.026292,-1.002108,0.004619,-0.000146,1.8e-05,-2.9e-05,,-193.025874,79.030198,-189.362368,2.2e-05,
1.005708,,-0.026536,,0.004664,,0.000291,,,,79.15084,-190.003904,,
1.003394,0.037471,-0.026351,,0.004701,,,0.00044,,-192.8926,78.981813,,,5.4e-05
1.003104,0.037327,-0.026306,-1.002061,,6.3e-05,-2.6e-05,-0.000187,281.650175,-192.849678,,,2.4e-05,5.7e-05
1.003327,0.037279,,-1.002287,,2.3e-05,-1.7e-05,5.5e-05,281.599403,-192.82328,78.984585,,,7e-05
1.002924,0.037653,-0.02616,-1.001872,0.004541,-0.000198,-1.5e-05,0.000436,281.757253,-193.089186,79.00867,-189.367568,,
1.002872,0.037338,-0.026307,-1.001828,0.004672,-0.000139,0.000227,,,-193.100774,,,,4.1e-05
1.003011,,-0.026295,-1.001956,0.004616,-7.5e-05,-0.000108,,,-193.134039,79.113752,-189.312859,1.8e-05,3.4e-05
1.003516,,-0.026419,-1.002472,,-1.5e-05,,0.000251,281.846069,-193.197779,79.090519,,2.9e-05,4.8e-05
1.003382,,-0.02641,-1.002343,0.004517,,0.000118,0.000364,281.746986,,,-189.328461,,4.7e-05
1.003225,0.037507,,-1.002176,0.00456,-0.000212,-0.000133,1.9e-05,281.79805,,79.0967,-189.38941,9e-06,
1.005319,0.037214,,-1.004274,,3.2e-05,,0.000385,282.109799,-192.979304,79.172794,-189.934633,,
1.003229,,-0.026498,,0.004624,-0.000134,0.000218,,,-193.116012,79.075812,,,3.5e-05
1.002861,0.037398,,-1.001815,0.00454,5.1e-05,9.4e-05,-0.000181,281.837972,,79.147856,-189.406468,2.3e-05,3.6e-05
1.004196,0.03718,-0.026379,-1.003157,0.00465,2.3e-05,0.000153,0.000134,281.870141,,79.170663,-189.382962,,
1.003219,0.037056,-0.026209,,,3.9e-05,9.5e-05,0.000478,281.880702,-193.154857,79.164268,,1.3e-05,5e-05
1.003044,0.037112,,-1.002011,0.004701,-3.6e-05,2.9e-05,0.000178,281.793047,,,-189.339277,9e-06,
,,-0.026256,,0.004634,-8.9e-05,,5.3e-05,,-193.189839,,-189.407716,1.7e-05,3.9e-05
,,-0.026237,,,,,8.7e-05,281.867231,-193.170309,,,2.6e-05,
1.003107,0.03732,,-1.00207,,-6.9e-05,,4.3e-05,,,79.151053,-189.380465,3.4e-05,
1.002987,0.03711,-0.026274,-1.001953,,,,1.5e-05,,-193.207866,,-189.338238,4.8e-05,
1.005406,0.03706,-0.026514,-1.004369,0.004619,3.2e-05,-1.5e-05,0.000373,282.178608,,79.229065,-189.940873,2.2e-05,3.9e-05
1.003134,,-0.026367,-1.002095,0.004674,0.00018,,,281.884435,,,-189.450361,7e-06,
1.003479,0.037302,-0.026434,,,-5.4e-05,0.000178,9.6e-05,,-193.135327,79.075385,-189.46097,6.2e-05,
1.003069,0.037047,,-1.002033,0.004559,-3.6e-05,0.000321,1e-05,281.868321,-193.137688,79.10416,-189.443704,1.6e-05,4.9e-05
,0.037372,,,0.004548,6.9e-05,-0.000114,0.000178,281.83008,-193.10335,79.157021,-189.40002,3.6e-05,4.7e-05
1.003042,,-0.026202,-1.002009,0.004445,6e-05,,0.000175,,-193.126528,79.170236,-189.380882,9e-06,
,,-0.026265,,0.004674,1e-05,3e-06,0.000353,281.90415,-193.179966,,-189.428935,2.7e-05,
1.003111,0.036983,,,0.004623,0.000121,,9.3e-05,,,,-189.435175,,
1.002892,0.03699,,-1.001864,0.004567,0.000135,5e-05,8.9e-05,281.848701,-193.153569,79.168957,-189.371313,3.1e-05,
1.003449,0.036988,-0.026232,-1.002421,0.004599,4.9e-05,0.000252,-0.000282,,-193.318177,79.143593,-189.406885,,
1.005196,,,-1.004213,,,0.000179,0.000454,281.687856,-192.532481,78.483048,-190.048212,1.9e-05,2.9e-05
1.016934,0.003808,-0.401638,-0.923044,0.321011,0.005152,-0.002487,-0.046844,280.490114,,59.363266,-205.784547,5.7e-05,
1.047356,0.137517,,-0.45015,1.08149,,,-0.058431,278.356618,-180.227446,,-196.761033,0.001094,0.000483
1.14939,,0.996105,,2.466565,-0.033257,-0.074201,0.100996,281.378661,-176.544907,,-185.541447,0.000143,0.000567
1.25709,-0.090808,,-0.011309,,-0.059037,0.006578,,313.963628,-204.162557,122.711851,-204.296576,3.5e-05,8.3e-05
1.271412,-0.088633,1.022617,-0.00249,3.181145,-0.008961,,0.210566,306.291156,,,,,0.000101
,,1.053414,-0.006372,3.20388,-0.019973,-0.082604,0.208725,,-182.599131,123.23321,-202.12401,0.000185,
,-0.106993,1.024561,0.05626,2.970492,-0.009532,-0.017784,0.148804,309.273178,,122.71995,-204.766703,7.7e-05,4.7e-05
,,0.975201,-0.019663,0.219933,0.002726,0.004809,-0.002322,,-196.891479,109.654844,-184.490527,6.2e-05,
,-0.090036,,0.038764,,-0.002429,-0.008155,0.172776,,,,,,0.000127
1.267594,-0.086808,,0.006571,3.148376,-0.015695,-0.079548,,,,,,0.00132,0.000971
1.303962,-0.077177,,0.028521,,-0.034898,-0.033982,0.152756,,,117.327099,-163.766484,8e-05,0.000201
1.233986,-0.11072,1.021482,0.052449,2.714248,-0.06327,,0.143226,272.330665,,,-165.182064,0.000131,0.000305
0.998678,-0.209607,,0.134877,0.259354,0.008691,,-0.000127,318.71311,-213.692435,,-204.251852,6.6e-05,7.7e-05
1.137507,,,,2.228641,-0.024263,,,282.279237,,,-180.165157,0.000496,
,0.072552,,-0.74533,1.044387,,-0.103315,-0.015904,293.534405,-183.252627,68.359381,,0.000247,0.000408
1.011389,-0.026099,-0.414171,-0.920428,,-0.000407,,0.006074,,-196.409244,59.049513,-204.900459,3.6e-05,
0.994413,,,-0.038496,0.218007,0.004167,-0.000178,0.001315,,-194.87605,118.122566,-150.773107,,0.000814
,-0.213469,0.987999,0.063818,1.909159,-0.044003,0.005784,0.102765,302.522055,-217.362097,,,5e-06,9e-06
0.99173,,,-0.023565,0.132852,-0.008413,,-0.007359,,-215.746278,,,,
0.98921,-0.082465,0.969075,,0.030253,0.002237,9.4e-05,0.000271,287.490489,-204.115128,,-157.136455,,
,-0.176052,,,1.310328,0.099028,,0.015762,,-186.640288,104.917848,-178.384294,0.000695,0.004019
1.03945,-0.156454,0.705002,0.336013,1.233857,-0.123554,0.207898,,286.565956,-192.79581,114.567901,-176.939799,0.00028,
,-0.160175,0.976199,0.043727,1.242106,-0.011693,,0.060266,285.801342,-189.488199,,,,
0.992014,-0.122208,0.953842,-0.060333,0.104221,,0.001042,0.00136,284.666183,-152.356767,114.20086,-211.587279,9e-06,
0.992951,-0.110484,0.974287,-0.086201,0.279533,-0.009946,0.018995,,,-166.072879,,-202.011471,3e-06,9e-06
0.996351,-0.192916,-0.031861,0.976927,0.027115,0.000337,,,250.116807,-165.180949,103.191991,-156.919281,1.9e-05,3.3e-05
0.991674,-0.146663,0.968352,-0.030974,0.237543,1.3e-05,-0.012475,0.001552,,-171.329818,118.198234,-210.791392,4e-06,
0.995996,-0.206739,,0.96432,0.094485,,,,257.984132,,,-160.462286,5e-06,6e-06
,-0.186022,-0.618284,,0.084157,-0.008153,,-0.000911,239.7622,,,-153.757577,4.4e-05,4.8e-05
1.000874,,,0.676899,0.099201,0.008622,,0.007533,243.15891,-172.571567,71.410592,,2e-06,
,-0.202294,0.04675,0.977711,,-0.00285,0.002305,-0.000441,,-173.894011,100.839478,-158.373553,5e-06,
1.043402,-0.20469,,,0.417947,-0.002694,0.167567,0.057303,260.702149,,,,4e-06,4e-06
1.009282,-0.177311,0.208666,0.883898,,-0.072964,-0.017382,-0.013724,,,105.052345,,3e-06,
,-0.136094,0.048204,,,-0.00496,0.003681,-0.005438,256.997744,-173.078911,101.559492,,4e-06,4e-06
0.999066,-0.10578,,,,,,0.001966,,,94.425863,-157.282693,,8e-06
,-0.122269,-0.528299,,,-0.005218,,0.000522,241.692411,,,-154.910011,3e-06,6e-06
,-0.121361,-0.531006,,0.147228,0.004055,,,240.617689,,76.839892,-153.776715,6e-06,8e-06
,,,0.847667,0.097504,0.001594,-0.000461,0.001863,,-169.333275,76.857157,,4e-06,4e-06
1.003622,,-0.559913,,,,,-0.001146,240.251731,,76.273132,-152.577893,,2e-06
1.000869,-0.120216,-0.554455,0.824524,0.012249,-1.6e-05,,0.001282,,,75.964068,,,5e-06
1.001421,,,0.839721,,0.000253,,-0.004214,,,76.12542,-154.373318,2e-06,2e-06
,-0.096944,-0.49215,0.866634,0.061737,-0.000235,-0.003218,0.007297,242.801498,,80.11917,-154.412634,0.000115,0.000132
1.002658,-0.063445,,,0.181767,-0.014786,-0.012133,,246.81195,-171.774066,84.516196,-155.698825,5e-06,
1.00383,,-0.51998,0.855997,0.140974,,,0.00194,240.694681,-166.564772,79.197946,-154.643537,,4.5e-05
1.012185,-0.079033,0.970598,0.095007,0.520607,-0.006688,,0.012986,275.054712,,120.352092,,,9e-06
0.995442,,0.263067,,0.097736,0.007332,-0.009212,-0.011199,,-177.058474,104.490914,-180.000821,0.000103,0.001606
,0.056772,0.335895,0.935955,0.200547,0.000168,0.001533,-0.004355,279.892746,,107.132454,,1.2e-05,0.000185
1.000105,0.081454,0.072996,,0.219464,-0.018084,,-0.022931,278.351621,,103.329898,,,
1.000859,0.138098,,0.959136,0.034557,-0.000876,0.000432,-0.003472,274.303168,,,-174.583343,2.1e-05,0.000106
1.000954,0.054933,0.187857,0.941988,0.213319,0.026947,0.006553,,,-184.659843,104.179931,-181.449268,5.5e-05,0.000264
0.995674,0.070209,0.24664,0.962025,,,0.004111,-0.000427,,-176.680326,103.957618,,2e-05,6.3e-05
,-0.110998,0.459087,0.865615,0.102221,0.000408,,,255.064833,,94.17243,-165.006703,9e-05,9.4e-05
1.011234,-0.136676,0.653504,0.473222,0.493195,0.032518,0.050379,-0.038569,,-171.98782,97.67466,,9.5e-05,6.9e-05
0.99097,-0.05985,0.970892,-0.039652,0.190278,0.026166,-0.013173,0.002612,298.231574,-218.948085,120.202249,-162.701211,1.3e-05,1.5e-05
0.993611,,0.476704,,0.14114,-0.042293,0.003383,,275.675915,-218.840994,77.181567,,,8e-06
,-0.010472,0.276194,0.957642,,,,-0.00033,272.215448,-217.863004,64.799601,-149.787714,,
1.003571,-0.169699,0.956673,-0.090421,,-8.6e-05,-0.045048,-0.003813,,-175.760497,133.756956,-182.159658,5e-06,7e-06
,-0.199541,0.73701,0.250026,0.731857,-0.067091,-0.015642,-0.022789,,,117.279993,-173.355606,,0.000272
1.002965,,0.335746,0.610712,0.338555,-0.063927,-0.01322,-0.033039,256.948791,-179.101803,95.441298,-156.23635,,0.000143
,-0.229946,0.923482,0.11597,,0.02645,,,275.104365,-190.139549,119.297437,-158.752358,5e-06,
1.146551,,0.98657,0.047241,2.076682,0.060959,-0.393625,0.047331,292.115415,-194.785484,109.451715,,,
0.992171,-0.330791,0.759476,0.514307,0.283481,0.024672,-0.022532,,296.342156,-213.161268,106.370238,-176.223792,,
